Title,Year,Critic_score,Audience_score,Title_category,Rating,Runtime,URL,Poster_URL
The Gift,2015,91,75,Mystery & thriller,R,1h 48m,https://www.rottentomatoes.com/m/the_gift_2015,https://resizing.flixster.com/mnYjnXDI6YPGiXmq5U8lGPH0w0o=/206x305/v2/https://flxt.tmsimg.com/assets/p11639797_p_v10_ah.jpg
The Gifted,2014,NR,56,Comedy/Romance,NR,2h 1m,https://www.rottentomatoes.com/m/the_gifted_2014,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Discover the Gift,2011,NR,NR,Documentary,PG,1h 44m,https://www.rottentomatoes.com/m/discover_the_gift_2010,https://resizing.flixster.com/LvlQH0WtcZm-qiTAVJRAiqndF5M=/206x305/v2/https://flxt.tmsimg.com/assets/p8794928_p_v10_ab.jpg
The Gift (Il Dono),2003,NR,NR,,NR,,https://www.rottentomatoes.com/m/the_gift_2003,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
The Gifted One,1989,NR,NR,Sci-fi/Fantasy,TVPG,1h 36m,https://www.rottentomatoes.com/m/the_gifted_one,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
The Gifted,1994,NR,NR,Sci-fi,NR,1h 30m,https://www.rottentomatoes.com/m/the_gifted_1993,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
The Gift of Love,1978,NR,80,Drama,NR,1h 38m,https://www.rottentomatoes.com/m/the_gift_of_love_1978,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Exit Through the Gift Shop,2010,96,91,Documentary,R,1h 27m,https://www.rottentomatoes.com/m/exit_through_the_gift_shop,https://resizing.flixster.com/v2hGJtZQe0nyTGkrO69zPPNAsGM=/206x305/v2/https://flxt.tmsimg.com/assets/p8043121_p_v10_aj.jpg
The Gift of Pachamama,2008,NR,NR,Documentary,NR,1h 42m,https://www.rottentomatoes.com/m/the_gift_of_pachamama,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
The Gift to Stalin,2011,60,75,,NR,,https://www.rottentomatoes.com/m/the-gift-to-stalin,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
The Gift,2003,NR,44,Gay & lesbian/Documentary,NR,1h 2m,https://www.rottentomatoes.com/m/10007259-gift,https://resizing.flixster.com/LAVfm9sRNX_LY4_fEVED-RzN2io=/206x305/v2/https://flxt.tmsimg.com/assets/p83344_p_v8_aa.jpg
The Gift of Love,1958,NR,54,Drama,NR,1h 45m,https://www.rottentomatoes.com/m/the-gift-of-love,https://resizing.flixster.com/4YEd7xWTnrtG2a5J_mjvDZn0jvo=/206x305/v2/https://flxt.tmsimg.com/assets/p7982_p_v8_aa.jpg
The Ultimate Gift,2006,33,84,Drama,PG,1h 54m,https://www.rottentomatoes.com/m/ultimate_gift,https://resizing.flixster.com/paEkf0rsjdDl86T_RYPhOlxSkMQ=/206x305/v2/https://flxt.tmsimg.com/assets/p166389_p_v10_ac.jpg
The Gift,2000,57,55,Mystery & thriller,R,1h 50m,https://www.rottentomatoes.com/m/1103231-gift,https://resizing.flixster.com/3FL8py7Clr7a_mVkvUbo4nLcqoM=/206x305/v2/https://flxt.tmsimg.com/assets/p26877_p_v10_ab.jpg
Atlantic Rim,2013,NR,9,Sci-fi/Action,NR,1h 25m,https://www.rottentomatoes.com/m/atlantic_rim,https://resizing.flixster.com/6o2kOaQh40ESSJW0DtnW0UpnaiE=/206x305/v2/https://flxt.tmsimg.com/assets/p9922170_p_v10_ab.jpg
Atlas Shrugged: Part 2,2012,4,60,Drama,PG-13,1h 52m,https://www.rottentomatoes.com/m/atlas_shrugged_part_ii,https://resizing.flixster.com/pyyqlfZgun2FIrzopVvDY8wc1NA=/206x305/v2/https://flxt.tmsimg.com/assets/p9335991_p_v8_ab.jpg
Cloud Atlas,2012,66,66,Sci-fi/Mystery & thriller,R,2h 52m,https://www.rottentomatoes.com/m/cloud_atlas_2012,https://resizing.flixster.com/k0CkFgCiPIfFNoXIwDcktAHbalE=/206x305/v2/https://flxt.tmsimg.com/NowShowing/119516/119516_aa.jpg
Atlantis Down,2010,NR,64,Sci-fi,NR,1h 35m,https://www.rottentomatoes.com/m/atlantis_down,https://resizing.flixster.com/hOFE0qlgH6qUCtDZpsLiLFG_Rog=/206x305/v2/https://flxt.tmsimg.com/assets/p8338478_p_v13_aa.jpg
Atlas Shrugged: Part 1,2011,12,69,Drama,PG-13,1h 42m,https://www.rottentomatoes.com/m/atlas_shrugged_part_i,https://resizing.flixster.com/TqGf-jB1_hG9rDF5DAaObV0xm0E=/206x305/v2/https://flxt.tmsimg.com/assets/p8485167_p_v8_aa.jpg
Atlas of Human Geography,2007,NR,NR,Drama,NR,1h 46m,https://www.rottentomatoes.com/m/atlas-de-geografia-humana,https://resizing.flixster.com/DD3kC9tXI_1q-M1z27-p-peK8H4=/206x305/v2/https://flxt.tmsimg.com/assets/p3545280_p_v10_ab.jpg
"Atlantis, the Lost Continent",1961,NR,24,Fantasy/Action,NR,1h 31m,https://www.rottentomatoes.com/m/1042327-atlantis_the_lost_continent,https://resizing.flixster.com/rAqPH0-OEIec4Av45aI5RkSgpUo=/206x305/v2/https://flxt.tmsimg.com/assets/p4034_p_v8_aa.jpg
Atlantis,1991,NR,75,Documentary,NR,1h 18m,https://www.rottentomatoes.com/m/1119552-atlantis,https://resizing.flixster.com/SJfCEdUVJQo6XeIvyy0UfdFN-bo=/206x305/v2/https://flxt.tmsimg.com/assets/p16658_p_v10_aa.jpg
Atlas,1960,NR,33,Adventure,NR,1h 24m,https://www.rottentomatoes.com/m/atlas,https://resizing.flixster.com/JWps653nucWsc7JH3omPLuyB52c=/206x305/v2/https://flxt.tmsimg.com/assets/p6550_p_v8_aa.jpg
Atlantic City,1980,100,77,Drama,R,1h 44m,https://www.rottentomatoes.com/m/atlantic_city,https://resizing.flixster.com/gEQ4MGALSsGbWHNv5ILDLc93YW4=/206x305/v2/https://flxt.tmsimg.com/assets/p1088_p_v10_aa.jpg
Hearts in Atlantis,2001,49,64,Mystery & thriller/Drama,PG-13,1h 41m,https://www.rottentomatoes.com/m/hearts_in_atlantis,https://resizing.flixster.com/hPKT5bbpWz-lXBLioGEu8kGjeP4=/206x305/v2/https://flxt.tmsimg.com/assets/p28355_p_v10_aa.jpg
Atlantis: The Lost Empire,2001,49,53,Sci-fi/Adventure,PG,1h 35m,https://www.rottentomatoes.com/m/atlantis_the_lost_empire,https://resizing.flixster.com/ZNJwusfSlSLRFNGBAiJbiGmWr_k=/206x305/v2/https://flxt.tmsimg.com/NowShowing/26668/26668_aa.jpg
Atlantis: Milo's Return,2003,NR,25,Animation/Kids & family,G,1h 10m,https://www.rottentomatoes.com/m/atlantis_milos_return,https://resizing.flixster.com/E0k7-h7RKESb1HvzF-dpeaZAcbM=/206x305/v2/https://flxt.tmsimg.com/assets/p83399_p_v10_ae.jpg
A Perfect Christmas List,2014,NR,19,Comedy/Kids & family,TVPG,1h 30m,https://www.rottentomatoes.com/m/a_perfect_christmas_list,https://resizing.flixster.com/cz1r5_rrlobMjTDEnPAjTDJyJvc=/206x305/v2/https://flxt.tmsimg.com/assets/p11246633_p_v8_aa.jpg
The A-List,2014,NR,24,Comedy/Drama,NR,1h 44m,https://www.rottentomatoes.com/m/the_a_list_2015,https://resizing.flixster.com/7Yow4xc6TmlALBUR47cIBk_eMB0=/206x305/v2/https://flxt.tmsimg.com/assets/p11718512_v_h9_ab.jpg
Life and Death on the A-List,1995,NR,NR,,NR,,https://www.rottentomatoes.com/m/life_and_death_on_the_a_list,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
The Stream,2013,NR,89,Comedy/Adventure,PG,1h 22m,https://www.rottentomatoes.com/m/the_stream,https://resizing.flixster.com/bB52cwT9btwkLFDwowdqYE-o5vo=/206x305/v2/https://flxt.tmsimg.com/assets/p10233388_p_v13_aa.jpg
Jet Stream,2012,NR,0,Mystery & thriller,NR,1h 30m,https://www.rottentomatoes.com/m/jet_stream,https://resizing.flixster.com/VgiP-Wq17IBBQfRBllnlWPfLZNg=/206x305/v2/https://flxt.tmsimg.com/assets/p9618591_p_v10_aa.jpg
Gulf Stream Under the Iceberg,2012,NR,NR,Drama,NR,2h 5m,https://www.rottentomatoes.com/m/gulf_stream_under_the_iceberg,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Streamline Express,1935,NR,NR,Comedy,NR,1h 10m,https://www.rottentomatoes.com/m/streamline_express,https://resizing.flixster.com/VSOn8107Uh0fvcWHSe9EVif33Z4=/206x305/v2/https://resizing.flixster.com/2mqSCJoqINvZt89HDYlxFQ9436E=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzFmOTYwYjRhLTUyNzItNDIzMi1hMzNmLTFkOTYwYTRkM2M2ZS53ZWJw
Islands in the Stream,1977,89,63,Adventure,PG,1h 45m,https://www.rottentomatoes.com/m/1010762-islands_in_the_stream,https://resizing.flixster.com/eZ45MyzTVihA6LLz6LAo6zstn_U=/206x305/v2/https://flxt.tmsimg.com/assets/p1829_p_v8_aa.jpg
Somos lengua,2016,NR,NR,Documentary,NR,1h 23m,https://www.rottentomatoes.com/m/somos_lengua,https://resizing.flixster.com/asZwk7ltke_Ao0l2YpGAxxl-hYw=/206x305/v2/https://flxt.tmsimg.com/assets/p14888100_p_v10_aa.jpg
Asi somos sin Serena,2014,NR,NR,Drama,NR,12m,https://www.rottentomatoes.com/m/asi_somos_sin_serena,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Here's the Deal,2013,NR,60,Comedy,NR,1h 26m,https://www.rottentomatoes.com/m/somos_gente_honrada,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Los viejos somos así,1948,NR,NR,Drama,NR,1h 37m,https://www.rottentomatoes.com/m/los-viejos-somos-asi,https://resizing.flixster.com/UdjpKzZLgMuOpvrme4hWYOioI6Y=/206x305/v2/https://flxt.tmsimg.com/assets/p81079_v_h9_aa.jpg
No somos nadie (God is on Air),2002,NR,71,,NR,,https://www.rottentomatoes.com/m/no-somos-nadie-god-is-on-air,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Ni modo... así somos,1981,NR,NR,Comedy,NR,1h 25m,https://www.rottentomatoes.com/m/ni-modo-asi-somos,https://resizing.flixster.com/hzeG7RXaoojRRxVBoZpAP1Nl2W8=/206x305/v2/https://flxt.tmsimg.com/assets/p70283_v_h9_ab.jpg
Streams in the Desert: Discovering God's Call,2015,NR,NR,Western/Drama,NR,1h 13m,https://www.rottentomatoes.com/m/streams_in_the_desert_discovering_gods_call,https://resizing.flixster.com/Hs4DQFmYr-tN9ZYfYpk0y2QIqy8=/206x305/v2/https://flxt.tmsimg.com/assets/p13480339_p_v10_aa.jpg
"Streams in the Desert, Words of Life",2015,NR,NR,Drama,NR,1h 17m,https://www.rottentomatoes.com/m/streams_in_the_desert_words_of_life,https://resizing.flixster.com/EK4Ac8jmbQXxhSwu-y-rfluE3vk=/206x305/v2/https://flxt.tmsimg.com/assets/p12742372_p_v10_ab.jpg
Stream Dream,2015,NR,NR,Documentary,NR,50m,https://www.rottentomatoes.com/m/stream_dream,https://resizing.flixster.com/tuMlA88nNsEq1Um0NLRrP_MjzVs=/206x305/v2/https://flxt.tmsimg.com/assets/p11732339_p_v7_aa.jpg
Streamers,1983,60,46,Drama,R,1h 58m,https://www.rottentomatoes.com/m/streamers,https://resizing.flixster.com/P-m2aG9ZUUsAX8jCBaPAUzdH9Kg=/206x305/v2/https://flxt.tmsimg.com/assets/p9266_p_v8_aa.jpg
The Seventh Stream,2001,NR,58,Fantasy/Drama,TVPG,1h 37m,https://www.rottentomatoes.com/m/seventh_stream,https://resizing.flixster.com/EWRyqAUP7vZHr4QZ8YtKQqLQPmQ=/206x305/v2/https://flxt.tmsimg.com/assets/p28712_v_h9_aa.jpg
Flow: Living in the Stream,2006,NR,NR,Documentary,NR,1h 30m,https://www.rottentomatoes.com/m/flow-living-in-the-stream,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Love Streams,1984,100,89,Drama,PG-13,2h 16m,https://www.rottentomatoes.com/m/love_streams,https://resizing.flixster.com/SVTo6uGZGBCQCkj5puDm514k3CU=/206x305/v2/https://flxt.tmsimg.com/assets/p8460_v_h9_aa.jpg
